Entry Date,Client Name,Client Code,GL Account Number,Transaction Amount
05082020,xubillqdah,AYP1C8V,00000000369,41365
05082020,xyqkeucbam,8QEXLPK,00000000319,23902
05082020,hdmlrfgtae,YC96XYN,00000000581,22614
05082020,uoqldgabrm,WHHQASK,00000000377,40952
05082020,hekctgfgxq,LHNO10H,00000000145,8300
05082020,lvpjahvhmr,LB8BL5C,00000000721,40000
05082020,ejuxcmmaek,OGSKED0,00000000727,28259
05082020,hanjxzlwyn,3AI8OMB,00000000282,20685
05082020,pjfnsahhoq,EVPF8W6,00000000228,14936
05082020,dgqmllimnt,BJQ64E2,00000000241,28989
05082020,mnvuswvobz,JNEJDON,00000000567,45905
05082020,fulfkerotr,K8I0MP2,00000000788,8763
05082020,qkleaqhbkl,1YXCKNC,00000000854,1304
05082020,hxebqiqitt,F7DSA19,00000000411,40096
05082020,vubbqzxasd,R9ZHNO0,00000000567,25413
05082020,nrvpsyuklj,3WJSA5K,00000000401,732
05082020,gnkvbanala,77K4JHP,00000000431,26665
05082020,xfhlcyeynf,246X19K,00000000122,569
05082020,xccihzaaiz,EHTRXJI,00000000310,49159
05082020,vpvaugersy,UMFGI73,00000000871,41377
05082020,kygemlzuxu,7P2A772,00000000171,21963
05082020,iqfamrfkkp,JZMGHOB,00000000449,5665
05082020,mqpclwwqhy,5KHDF3E,00000000364,39879
05082020,dpjzmffbsq,UAK14JA,00000000456,44651
05082020,bbwsfcfjci,N98W1UV,00000000284,42569
05082020,fimrejkfty,5CVNYZV,00000000508,30843
05082020,othuvyqrbi,L64QMHE,00000000332,46113
05082020,tcfgbvnvsh,JVOS6XW,00000000675,16037
05082020,whhijhyiuj,5WH0QHI,00000000454,6490
05082020,lendyqsaor,H0MC52R,00000000309,24497
05082020,eeqofmwauu,QKC05WS,00000000115,20652
05082020,dtnyxdiqhe,OKJWYWT,00000000365,12171
05082020,krfqoyrxrq,B4L0SLH,00000000244,34568
05082020,uebyjhhdcu,01GG7EY,00000000787,4820
05082020,bjjahzlkps,BV3MOY8,00000000611,45997
05082020,qhjzwpexrv,7ZBWPQO,00000000395,21761
05082020,tarlvgkkbs,ONNDLYP,00000000793,26301
05082020,adajssvqom,H59RG6S,00000000108,35458
05082020,gswbienbrg,6YKL9B2,00000000505,8858
05082020,rlqyafbelx,AKOVMWN,00000000167,16526
05082020,stzyeonwma,RU4TNXA,00000000804,37805
05082020,nhkeibxbhk,KNX37ED,00000000361,45127
05082020,ivqrqvswnh,HZ0I2XP,00000000540,16984
06082020,skxtbmorqg,0IHBN61,00000000842,738
06082020,eubedwggra,S3BPJHL,00000000349,49622
06082020,lugraxgtdl,UXEF10Z,00000000520,34960
06082020,sufwetkndt,X9KQSIN,00000000623,4527
06082020,jvoocqsaoe,M482FOI,00000000315,30639
06082020,pekvsblwsp,BQ56I3Q,00000000493,49319
06082020,xubillqdah,AYP1C8V,00000000737,38472
06082020,xyqkeucbam,8QEXLPK,00000000512,15009
06082020,hdmlrfgtae,YC96XYN,00000000448,32387
06082020,uoqldgabrm,WHHQASK,00000000116,24832
06082020,hekctgfgxq,LHNO10H,00000000212,5310
06082020,lvpjahvhmr,LB8BL5C,00000000474,6643
06082020,ejuxcmmaek,OGSKED0,00000000727,16787
06082020,hanjxzlwyn,3AI8OMB,00000000701,8415
06082020,pjfnsahhoq,EVPF8W6,00000000853,26369
06082020,dgqmllimnt,BJQ64E2,00000000599,22803
06082020,mnvuswvobz,JNEJDON,00000000822,26803
06082020,fulfkerotr,K8I0MP2,00000000553,33150
06082020,qkleaqhbkl,1YXCKNC,00000000251,6471
06082020,hxebqiqitt,F7DSA19,00000000826,27039
06082020,vubbqzxasd,R9ZHNO0,00000000301,1385
06082020,nrvpsyuklj,3WJSA5K,00000000660,11757
06082020,gnkvbanala,77K4JHP,00000000120,11618
06082020,xfhlcyeynf,246X19K,00000000608,4608
06082020,xccihzaaiz,EHTRXJI,00000000608,2004
06082020,vpvaugersy,UMFGI73,00000000209,21172
06082020,kygemlzuxu,7P2A772,00000000379,36879
06082020,iqfamrfkkp,JZMGHOB,00000000640,40934
06082020,mqpclwwqhy,5KHDF3E,00000000611,28057
06082020,dpjzmffbsq,UAK14JA,00000000280,30452
06082020,bbwsfcfjci,N98W1UV,00000000897,39980
06082020,fimrejkfty,5CVNYZV,00000000750,45743
06082020,othuvyqrbi,L64QMHE,00000000847,36045
06082020,tcfgbvnvsh,JVOS6XW,00000000336,33524
06082020,whhijhyiuj,5WH0QHI,00000000573,29985
06082020,lendyqsaor,H0MC52R,00000000881,48940
06082020,eeqofmwauu,QKC05WS,00000000333,34384
06082020,dtnyxdiqhe,OKJWYWT,00000000552,5708
06082020,krfqoyrxrq,B4L0SLH,00000000799,31714
06082020,uebyjhhdcu,01GG7EY,00000000772,9623
06082020,bjjahzlkps,BV3MOY8,00000000869,45461
06082020,qhjzwpexrv,7ZBWPQO,00000000371,32006
06082020,tarlvgkkbs,ONNDLYP,00000000707,16340
06082020,adajssvqom,H59RG6S,00000000702,38657
06082020,gswbienbrg,6YKL9B2,00000000197,9649
06082020,rlqyafbelx,AKOVMWN,00000000438,14492
06082020,stzyeonwma,RU4TNXA,00000000262,47753
06082020,nhkeibxbhk,KNX37ED,00000000767,3591
06082020,ivqrqvswnh,HZ0I2XP,00000000510,3065
07082020,skxtbmorqg,0IHBN61,00000000334,46819
07082020,eubedwggra,S3BPJHL,00000000726,44411
07082020,lugraxgtdl,UXEF10Z,00000000246,45664
07082020,sufwetkndt,X9KQSIN,00000000297,4924
07082020,jvoocqsaoe,M482FOI,00000000346,9508
07082020,pekvsblwsp,BQ56I3Q,00000000420,41035
07082020,xubillqdah,AYP1C8V,00000000149,13280
07082020,xyqkeucbam,8QEXLPK,00000000856,23018
07082020,hdmlrfgtae,YC96XYN,00000000368,20714
07082020,uoqldgabrm,WHHQASK,00000000119,14709
07082020,hekctgfgxq,LHNO10H,00000000260,27165
07082020,lvpjahvhmr,LB8BL5C,00000000655,28450
07082020,ejuxcmmaek,OGSKED0,00000000555,47482
07082020,hanjxzlwyn,3AI8OMB,00000000342,2320
07082020,pjfnsahhoq,EVPF8W6,00000000856,21832
07082020,dgqmllimnt,BJQ64E2,00000000596,3020
07082020,mnvuswvobz,JNEJDON,00000000102,16803
07082020,fulfkerotr,K8I0MP2,00000000306,43390
07082020,qkleaqhbkl,1YXCKNC,00000000481,22545
07082020,hxebqiqitt,F7DSA19,00000000356,21420
07082020,vubbqzxasd,R9ZHNO0,00000000545,36010
07082020,nrvpsyuklj,3WJSA5K,00000000742,25062
07082020,gnkvbanala,77K4JHP,00000000846,46536
07082020,xfhlcyeynf,246X19K,00000000583,23017
07082020,xccihzaaiz,EHTRXJI,00000000279,26118
07082020,vpvaugersy,UMFGI73,00000000792,37814
07082020,kygemlzuxu,7P2A772,00000000391,39637
07082020,iqfamrfkkp,JZMGHOB,00000000555,21977
07082020,mqpclwwqhy,5KHDF3E,00000000142,37734
07082020,dpjzmffbsq,UAK14JA,00000000457,26007
07082020,bbwsfcfjci,N98W1UV,00000000528,36960
07082020,fimrejkfty,5CVNYZV,00000000274,17617
07082020,othuvyqrbi,L64QMHE,00000000188,20704
07082020,tcfgbvnvsh,JVOS6XW,00000000693,23412
07082020,whhijhyiuj,5WH0QHI,00000000435,16219
07082020,lendyqsaor,H0MC52R,00000000126,38861
07082020,eeqofmwauu,QKC05WS,00000000296,37314
07082020,dtnyxdiqhe,OKJWYWT,00000000286,18344
07082020,krfqoyrxrq,B4L0SLH,00000000408,40203
07082020,uebyjhhdcu,01GG7EY,00000000310,46341
07082020,bjjahzlkps,BV3MOY8,00000000225,12299
07082020,qhjzwpexrv,7ZBWPQO,00000000249,29087
07082020,tarlvgkkbs,ONNDLYP,00000000403,19097
07082020,adajssvqom,H59RG6S,00000000699,16976
07082020,gswbienbrg,6YKL9B2,00000000516,35337
07082020,rlqyafbelx,AKOVMWN,00000000493,433
07082020,stzyeonwma,RU4TNXA,00000000554,3464
07082020,nhkeibxbhk,KNX37ED,00000000395,3279
07082020,ivqrqvswnh,HZ0I2XP,00000000868,38813
08082020,skxtbmorqg,0IHBN61,00000000765,47523
08082020,eubedwggra,S3BPJHL,00000000443,7315
08082020,lugraxgtdl,UXEF10Z,00000000103,40082
08082020,sufwetkndt,X9KQSIN,00000000506,48283
08082020,jvoocqsaoe,M482FOI,00000000246,32581
08082020,pekvsblwsp,BQ56I3Q,00000000211,43732
08082020,xubillqdah,AYP1C8V,00000000367,15412
08082020,xyqkeucbam,8QEXLPK,00000000458,13327
08082020,hdmlrfgtae,YC96XYN,00000000150,421
08082020,uoqldgabrm,WHHQASK,00000000485,45431
08082020,hekctgfgxq,LHNO10H,00000000452,30097
08082020,lvpjahvhmr,LB8BL5C,00000000334,5412
08082020,ejuxcmmaek,OGSKED0,00000000374,38927
08082020,hanjxzlwyn,3AI8OMB,00000000851,30833
08082020,pjfnsahhoq,EVPF8W6,00000000643,46824
08082020,dgqmllimnt,BJQ64E2,00000000426,31475
08082020,mnvuswvobz,JNEJDON,00000000506,459
08082020,fulfkerotr,K8I0MP2,00000000613,18923
08082020,qkleaqhbkl,1YXCKNC,00000000234,11391
08082020,hxebqiqitt,F7DSA19,00000000803,44883
08082020,vubbqzxasd,R9ZHNO0,00000000516,31692
08082020,nrvpsyuklj,3WJSA5K,00000000452,37182
08082020,gnkvbanala,77K4JHP,00000000123,32901
08082020,xfhlcyeynf,246X19K,00000000436,48958
08082020,xccihzaaiz,EHTRXJI,00000000225,16640
08082020,vpvaugersy,UMFGI73,00000000303,12133
08082020,kygemlzuxu,7P2A772,00000000225,24902
08082020,iqfamrfkkp,JZMGHOB,00000000441,27275
08082020,mqpclwwqhy,5KHDF3E,00000000766,20376
08082020,dpjzmffbsq,UAK14JA,00000000278,26437
08082020,bbwsfcfjci,N98W1UV,00000000144,34821
08082020,fimrejkfty,5CVNYZV,00000000861,49031
08082020,othuvyqrbi,L64QMHE,00000000874,8290
08082020,tcfgbvnvsh,JVOS6XW,00000000732,26560
08082020,whhijhyiuj,5WH0QHI,00000000151,36896
08082020,lendyqsaor,H0MC52R,00000000867,41306
08082020,eeqofmwauu,QKC05WS,00000000401,28706
08082020,dtnyxdiqhe,OKJWYWT,00000000751,10046
08082020,krfqoyrxrq,B4L0SLH,00000000441,16860
08082020,uebyjhhdcu,01GG7EY,00000000438,35848
08082020,bjjahzlkps,BV3MOY8,00000000563,8625
08082020,qhjzwpexrv,7ZBWPQO,00000000728,25241
08082020,tarlvgkkbs,ONNDLYP,00000000866,49959
08082020,adajssvqom,H59RG6S,00000000329,46254
08082020,gswbienbrg,6YKL9B2,00000000363,5892
08082020,rlqyafbelx,AKOVMWN,00000000163,16933
08082020,stzyeonwma,RU4TNXA,00000000519,9262
08082020,nhkeibxbhk,KNX37ED,00000000676,447
08082020,ivqrqvswnh,HZ0I2XP,00000000845,579
09082020,skxtbmorqg,0IHBN61,00000000381,4009
09082020,eubedwggra,S3BPJHL,00000000363,37494
09082020,lugraxgtdl,UXEF10Z,00000000702,1720
09082020,sufwetkndt,X9KQSIN,00000000519,30023
09082020,jvoocqsaoe,M482FOI,00000000121,32471
09082020,pekvsblwsp,BQ56I3Q,00000000672,34673
09082020,xubillqdah,AYP1C8V,00000000644,18637
09082020,xyqkeucbam,8QEXLPK,00000000454,38870
09082020,hdmlrfgtae,YC96XYN,00000000652,2502
09082020,uoqldgabrm,WHHQASK,00000000636,34061
09082020,hekctgfgxq,LHNO10H,00000000349,1510
09082020,lvpjahvhmr,LB8BL5C,00000000543,16318
09082020,ejuxcmmaek,OGSKED0,00000000262,25436
09082020,hanjxzlwyn,3AI8OMB,00000000473,36909
09082020,pjfnsahhoq,EVPF8W6,00000000352,3785
09082020,dgqmllimnt,BJQ64E2,00000000603,36851
09082020,mnvuswvobz,JNEJDON,00000000571,30159
09082020,fulfkerotr,K8I0MP2,00000000589,27771
09082020,qkleaqhbkl,1YXCKNC,00000000266,40699
09082020,hxebqiqitt,F7DSA19,00000000470,1710
09082020,vubbqzxasd,R9ZHNO0,00000000586,44429
09082020,nrvpsyuklj,3WJSA5K,00000000141,13433
09082020,gnkvbanala,77K4JHP,00000000700,47246
09082020,xfhlcyeynf,246X19K,00000000883,46380
09082020,xccihzaaiz,EHTRXJI,00000000696,44631
09082020,vpvaugersy,UMFGI73,00000000602,12038
09082020,kygemlzuxu,7P2A772,00000000552,5517
09082020,iqfamrfkkp,JZMGHOB,00000000551,43841
09082020,mqpclwwqhy,5KHDF3E,00000000135,28424
09082020,dpjzmffbsq,UAK14JA,00000000815,16447
09082020,bbwsfcfjci,N98W1UV,00000000437,46063
09082020,fimrejkfty,5CVNYZV,00000000307,25082
09082020,othuvyqrbi,L64QMHE,00000000502,32705
09082020,tcfgbvnvsh,JVOS6XW,00000000450,17551
09082020,whhijhyiuj,5WH0QHI,00000000474,39080
09082020,lendyqsaor,H0MC52R,00000000687,32471
09082020,eeqofmwauu,QKC05WS,00000000794,36479
09082020,dtnyxdiqhe,OKJWYWT,00000000889,49323
09082020,krfqoyrxrq,B4L0SLH,00000000753,24739
09082020,uebyjhhdcu,01GG7EY,00000000643,44004
09082020,bjjahzlkps,BV3MOY8,00000000114,6796
09082020,qhjzwpexrv,7ZBWPQO,00000000228,7695
09082020,tarlvgkkbs,ONNDLYP,00000000108,1335
09082020,adajssvqom,H59RG6S,00000000233,23254
09082020,gswbienbrg,6YKL9B2,00000000103,17306
09082020,rlqyafbelx,AKOVMWN,00000000599,47229
09082020,stzyeonwma,RU4TNXA,00000000248,25361
09082020,nhkeibxbhk,KNX37ED,00000000620,4891
09082020,ivqrqvswnh,HZ0I2XP,00000000196,41970
10082020,skxtbmorqg,0IHBN61,00000000616,32164
10082020,eubedwggra,S3BPJHL,00000000739,47505
10082020,lugraxgtdl,UXEF10Z,00000000419,19633
10082020,sufwetkndt,X9KQSIN,00000000561,48291
10082020,jvoocqsaoe,M482FOI,00000000832,43539
10082020,pekvsblwsp,BQ56I3Q,00000000362,49711
10082020,xubillqdah,AYP1C8V,00000000427,44618
10082020,xyqkeucbam,8QEXLPK,00000000230,41801
10082020,hdmlrfgtae,YC96XYN,00000000271,47930
10082020,uoqldgabrm,WHHQASK,00000000190,20451
10082020,hekctgfgxq,LHNO10H,00000000258,37323
10082020,lvpjahvhmr,LB8BL5C,00000000647,39921
10082020,ejuxcmmaek,OGSKED0,00000000360,37217
10082020,hanjxzlwyn,3AI8OMB,00000000824,520
10082020,pjfnsahhoq,EVPF8W6,00000000393,22365
10082020,dgqmllimnt,BJQ64E2,00000000466,31674
10082020,mnvuswvobz,JNEJDON,00000000216,26856
10082020,fulfkerotr,K8I0MP2,00000000594,5587
10082020,qkleaqhbkl,1YXCKNC,00000000714,928
10082020,hxebqiqitt,F7DSA19,00000000719,9849
10082020,vubbqzxasd,R9ZHNO0,00000000889,37011
10082020,nrvpsyuklj,3WJSA5K,00000000627,30631
10082020,gnkvbanala,77K4JHP,00000000300,40525
10082020,xfhlcyeynf,246X19K,00000000181,44090
10082020,xccihzaaiz,EHTRXJI,00000000312,33587
10082020,vpvaugersy,UMFGI73,00000000349,18215
10082020,kygemlzuxu,7P2A772,00000000402,32696
10082020,iqfamrfkkp,JZMGHOB,00000000138,47304
10082020,mqpclwwqhy,5KHDF3E,00000000206,22215
10082020,dpjzmffbsq,UAK14JA,00000000162,24679
10082020,bbwsfcfjci,N98W1UV,00000000759,20670
10082020,fimrejkfty,5CVNYZV,00000000635,20321
10082020,othuvyqrbi,L64QMHE,00000000863,19723
10082020,tcfgbvnvsh,JVOS6XW,00000000617,49160
10082020,whhijhyiuj,5WH0QHI,00000000632,9283
10082020,lendyqsaor,H0MC52R,00000000363,49123
10082020,eeqofmwauu,QKC05WS,00000000720,21367
10082020,dtnyxdiqhe,OKJWYWT,00000000645,44210
10082020,krfqoyrxrq,B4L0SLH,00000000131,11121
10082020,uebyjhhdcu,01GG7EY,00000000557,15546
10082020,bjjahzlkps,BV3MOY8,00000000451,40897
10082020,qhjzwpexrv,7ZBWPQO,00000000652,10432
10082020,tarlvgkkbs,ONNDLYP,00000000862,19424
10082020,adajssvqom,H59RG6S,00000000758,19779
10082020,gswbienbrg,6YKL9B2,00000000820,23705
10082020,rlqyafbelx,AKOVMWN,00000000142,36701
10082020,stzyeonwma,RU4TNXA,00000000124,20906
10082020,nhkeibxbhk,KNX37ED,00000000742,9043
10082020,ivqrqvswnh,HZ0I2XP,00000000182,18987
11082020,skxtbmorqg,0IHBN61,00000000577,33347
11082020,eubedwggra,S3BPJHL,00000000277,24495
11082020,lugraxgtdl,UXEF10Z,00000000241,43618
11082020,sufwetkndt,X9KQSIN,00000000530,49489
11082020,jvoocqsaoe,M482FOI,00000000577,15632
11082020,pekvsblwsp,BQ56I3Q,00000000520,33675
11082020,xubillqdah,AYP1C8V,00000000743,30727
11082020,xyqkeucbam,8QEXLPK,00000000467,30542
11082020,hdmlrfgtae,YC96XYN,00000000161,37062
11082020,uoqldgabrm,WHHQASK,00000000877,30529
11082020,hekctgfgxq,LHNO10H,00000000384,48024
11082020,lvpjahvhmr,LB8BL5C,00000000774,19161
11082020,ejuxcmmaek,OGSKED0,00000000398,35051
11082020,hanjxzlwyn,3AI8OMB,00000000524,19345
11082020,pjfnsahhoq,EVPF8W6,00000000152,30361
11082020,dgqmllimnt,BJQ64E2,00000000767,19096
11082020,mnvuswvobz,JNEJDON,00000000180,42928
11082020,fulfkerotr,K8I0MP2,00000000228,46729
11082020,qkleaqhbkl,1YXCKNC,00000000281,37589
11082020,hxebqiqitt,F7DSA19,00000000433,21917
11082020,vubbqzxasd,R9ZHNO0,00000000804,43006
11082020,nrvpsyuklj,3WJSA5K,00000000253,23164
11082020,gnkvbanala,77K4JHP,00000000794,26079
11082020,xfhlcyeynf,246X19K,00000000474,37210
11082020,xccihzaaiz,EHTRXJI,00000000505,27868
11082020,vpvaugersy,UMFGI73,00000000261,16268
11082020,kygemlzuxu,7P2A772,00000000277,44756
11082020,iqfamrfkkp,JZMGHOB,00000000219,49784
11082020,mqpclwwqhy,5KHDF3E,00000000705,10156
11082020,dpjzmffbsq,UAK14JA,00000000679,25217
11082020,bbwsfcfjci,N98W1UV,00000000263,33397
11082020,fimrejkfty,5CVNYZV,00000000299,40664
11082020,othuvyqrbi,L64QMHE,00000000768,18713
11082020,tcfgbvnvsh,JVOS6XW,00000000839,17394
11082020,whhijhyiuj,5WH0QHI,00000000779,2943
11082020,lendyqsaor,H0MC52R,00000000136,22351
11082020,eeqofmwauu,QKC05WS,00000000115,43677
11082020,dtnyxdiqhe,OKJWYWT,00000000702,24336
11082020,krfqoyrxrq,B4L0SLH,00000000635,36893
11082020,uebyjhhdcu,01GG7EY,00000000489,16273
11082020,bjjahzlkps,BV3MOY8,00000000835,44075
11082020,qhjzwpexrv,7ZBWPQO,00000000765,47358
11082020,tarlvgkkbs,ONNDLYP,00000000317,10195
11082020,adajssvqom,H59RG6S,00000000204,41499
11082020,gswbienbrg,6YKL9B2,00000000889,9511
11082020,rlqyafbelx,AKOVMWN,00000000427,14470
11082020,stzyeonwma,RU4TNXA,00000000124,29702
11082020,nhkeibxbhk,KNX37ED,00000000694,39629
11082020,ivqrqvswnh,HZ0I2XP,00000000365,21918
12082020,skxtbmorqg,0IHBN61,00000000290,11548
12082020,eubedwggra,S3BPJHL,00000000555,16696
12082020,lugraxgtdl,UXEF10Z,00000000293,29592
12082020,sufwetkndt,X9KQSIN,00000000756,44760
12082020,jvoocqsaoe,M482FOI,00000000221,33025
12082020,pekvsblwsp,BQ56I3Q,00000000349,8738
12082020,xubillqdah,AYP1C8V,00000000815,21257
12082020,xyqkeucbam,8QEXLPK,00000000482,22780
12082020,hdmlrfgtae,YC96XYN,00000000493,3793
12082020,uoqldgabrm,WHHQASK,00000000686,27949
12082020,hekctgfgxq,LHNO10H,00000000380,12881
12082020,lvpjahvhmr,LB8BL5C,00000000260,11177
12082020,ejuxcmmaek,OGSKED0,00000000598,24084
12082020,hanjxzlwyn,3AI8OMB,00000000443,25647
12082020,pjfnsahhoq,EVPF8W6,00000000443,9969
12082020,dgqmllimnt,BJQ64E2,00000000454,13747
12082020,mnvuswvobz,JNEJDON,00000000817,28169
12082020,fulfkerotr,K8I0MP2,00000000329,31618
12082020,qkleaqhbkl,1YXCKNC,00000000645,28881
12082020,hxebqiqitt,F7DSA19,00000000314,45044
12082020,vubbqzxasd,R9ZHNO0,00000000708,20382
12082020,nrvpsyuklj,3WJSA5K,00000000846,6747
12082020,gnkvbanala,77K4JHP,00000000259,38439
12082020,xfhlcyeynf,246X19K,00000000232,47067
12082020,xccihzaaiz,EHTRXJI,00000000548,21718
12082020,vpvaugersy,UMFGI73,00000000702,16264
12082020,kygemlzuxu,7P2A772,00000000569,46250
12082020,iqfamrfkkp,JZMGHOB,00000000413,29820
12082020,mqpclwwqhy,5KHDF3E,00000000825,12664
12082020,dpjzmffbsq,UAK14JA,00000000407,15821
12082020,bbwsfcfjci,N98W1UV,00000000813,5522
12082020,fimrejkfty,5CVNYZV,00000000883,23474
12082020,othuvyqrbi,L64QMHE,00000000486,2065
12082020,tcfgbvnvsh,JVOS6XW,00000000814,13539
12082020,whhijhyiuj,5WH0QHI,00000000856,48582
12082020,lendyqsaor,H0MC52R,00000000453,22101
12082020,eeqofmwauu,QKC05WS,00000000728,35279
12082020,dtnyxdiqhe,OKJWYWT,00000000521,49264
12082020,krfqoyrxrq,B4L0SLH,00000000482,2524
12082020,uebyjhhdcu,01GG7EY,00000000632,19069
12082020,bjjahzlkps,BV3MOY8,00000000463,26702
12082020,qhjzwpexrv,7ZBWPQO,00000000220,8111
12082020,tarlvgkkbs,ONNDLYP,00000000722,46875
12082020,adajssvqom,H59RG6S,00000000239,31138
12082020,gswbienbrg,6YKL9B2,00000000547,11276
12082020,rlqyafbelx,AKOVMWN,00000000322,12486
12082020,stzyeonwma,RU4TNXA,00000000189,6060
12082020,nhkeibxbhk,KNX37ED,00000000174,31341
12082020,ivqrqvswnh,HZ0I2XP,00000000151,12452
13082020,skxtbmorqg,0IHBN61,00000000471,21143
13082020,eubedwggra,S3BPJHL,00000000247,47358
13082020,lugraxgtdl,UXEF10Z,00000000506,9776
13082020,sufwetkndt,X9KQSIN,00000000330,10609
13082020,jvoocqsaoe,M482FOI,00000000440,39948
13082020,pekvsblwsp,BQ56I3Q,00000000496,18367
13082020,xubillqdah,AYP1C8V,00000000434,8453
13082020,xyqkeucbam,8QEXLPK,00000000100,25061
13082020,hdmlrfgtae,YC96XYN,00000000781,36936
13082020,uoqldgabrm,WHHQASK,00000000513,13863
13082020,hekctgfgxq,LHNO10H,00000000271,28942
13082020,lvpjahvhmr,LB8BL5C,00000000450,40567
13082020,ejuxcmmaek,OGSKED0,00000000801,36253
13082020,hanjxzlwyn,3AI8OMB,00000000551,1879
13082020,pjfnsahhoq,EVPF8W6,00000000395,40338
13082020,dgqmllimnt,BJQ64E2,00000000603,14559
13082020,mnvuswvobz,JNEJDON,00000000115,3716
13082020,fulfkerotr,K8I0MP2,00000000165,26101
13082020,qkleaqhbkl,1YXCKNC,00000000446,21481
13082020,hxebqiqitt,F7DSA19,00000000701,46970
13082020,vubbqzxasd,R9ZHNO0,00000000697,22851
13082020,nrvpsyuklj,3WJSA5K,00000000215,15257
13082020,gnkvbanala,77K4JHP,00000000417,3837
13082020,xfhlcyeynf,246X19K,00000000564,30488
13082020,xccihzaaiz,EHTRXJI,00000000878,2333
13082020,vpvaugersy,UMFGI73,00000000779,49260
13082020,kygemlzuxu,7P2A772,00000000215,40512
13082020,iqfamrfkkp,JZMGHOB,00000000318,18729
13082020,mqpclwwqhy,5KHDF3E,00000000796,43006
13082020,dpjzmffbsq,UAK14JA,00000000127,22439
13082020,bbwsfcfjci,N98W1UV,00000000674,12518
13082020,fimrejkfty,5CVNYZV,00000000880,17411
13082020,othuvyqrbi,L64QMHE,00000000399,40389
13082020,tcfgbvnvsh,JVOS6XW,00000000179,40244
13082020,whhijhyiuj,5WH0QHI,00000000141,43864
13082020,lendyqsaor,H0MC52R,00000000348,1040
13082020,eeqofmwauu,QKC05WS,00000000423,36936
13082020,dtnyxdiqhe,OKJWYWT,00000000699,6453
13082020,krfqoyrxrq,B4L0SLH,00000000623,40230
13082020,uebyjhhdcu,01GG7EY,00000000515,222
13082020,bjjahzlkps,BV3MOY8,00000000785,39604
13082020,qhjzwpexrv,7ZBWPQO,00000000712,30518
13082020,tarlvgkkbs,ONNDLYP,00000000616,25007
13082020,adajssvqom,H59RG6S,00000000808,34552
13082020,gswbienbrg,6YKL9B2,00000000414,11645
13082020,rlqyafbelx,AKOVMWN,00000000394,34215
13082020,stzyeonwma,RU4TNXA,00000000505,44087
13082020,nhkeibxbhk,KNX37ED,00000000281,34140
13082020,ivqrqvswnh,HZ0I2XP,00000000894,47828
14082020,skxtbmorqg,0IHBN61,00000000325,37626
14082020,eubedwggra,S3BPJHL,00000000135,25992
14082020,lugraxgtdl,UXEF10Z,00000000654,444
14082020,sufwetkndt,X9KQSIN,00000000626,44079
14082020,jvoocqsaoe,M482FOI,00000000648,30791
14082020,pekvsblwsp,BQ56I3Q,00000000278,28807
14082020,xubillqdah,AYP1C8V,00000000208,5337
14082020,xyqkeucbam,8QEXLPK,00000000755,20914
14082020,hdmlrfgtae,YC96XYN,00000000149,19194
14082020,uoqldgabrm,WHHQASK,00000000539,29463
14082020,hekctgfgxq,LHNO10H,00000000197,12509
14082020,lvpjahvhmr,LB8BL5C,00000000783,17991
14082020,ejuxcmmaek,OGSKED0,00000000587,32106
14082020,hanjxzlwyn,3AI8OMB,00000000530,5816
14082020,pjfnsahhoq,EVPF8W6,00000000622,29366
14082020,dgqmllimnt,BJQ64E2,00000000319,29225
14082020,mnvuswvobz,JNEJDON,00000000229,45849
14082020,fulfkerotr,K8I0MP2,00000000798,38703
14082020,qkleaqhbkl,1YXCKNC,00000000780,13804
14082020,hxebqiqitt,F7DSA19,00000000553,5405
14082020,vubbqzxasd,R9ZHNO0,00000000294,927
14082020,nrvpsyuklj,3WJSA5K,00000000703,12613
14082020,gnkvbanala,77K4JHP,00000000896,11358
14082020,xfhlcyeynf,246X19K,00000000556,9451
14082020,xccihzaaiz,EHTRXJI,00000000684,33604
14082020,vpvaugersy,UMFGI73,00000000339,18432
14082020,kygemlzuxu,7P2A772,00000000312,42335
14082020,iqfamrfkkp,JZMGHOB,00000000696,20393
14082020,mqpclwwqhy,5KHDF3E,00000000696,49950
14082020,dpjzmffbsq,UAK14JA,00000000410,21052
14082020,bbwsfcfjci,N98W1UV,00000000764,38312
14082020,fimrejkfty,5CVNYZV,00000000703,41241
14082020,othuvyqrbi,L64QMHE,00000000244,35484
14082020,tcfgbvnvsh,JVOS6XW,00000000551,30269
14082020,whhijhyiuj,5WH0QHI,00000000323,47877
14082020,lendyqsaor,H0MC52R,00000000898,31115
14082020,eeqofmwauu,QKC05WS,00000000316,32065
14082020,dtnyxdiqhe,OKJWYWT,00000000542,24796
14082020,krfqoyrxrq,B4L0SLH,00000000548,42704
14082020,uebyjhhdcu,01GG7EY,00000000649,44789
14082020,bjjahzlkps,BV3MOY8,00000000885,8812
14082020,qhjzwpexrv,7ZBWPQO,00000000640,11014
14082020,tarlvgkkbs,ONNDLYP,00000000772,845
14082020,adajssvqom,H59RG6S,00000000141,30700
14082020,gswbienbrg,6YKL9B2,00000000429,15293
14082020,rlqyafbelx,AKOVMWN,00000000345,9833
14082020,stzyeonwma,RU4TNXA,00000000704,33487
14082020,nhkeibxbhk,KNX37ED,00000000711,3630
14082020,ivqrqvswnh,HZ0I2XP,00000000822,32966
15082020,skxtbmorqg,0IHBN61,00000000625,1733
